"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di eta","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q2","T2-2023",3.014774,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q3","T3-2023",2.377334,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q4","T4-2023",2.360091,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q1","T1-2024",2.882415,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q2","T2-2024",2.395413,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q3","T3-2024",1.170584,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q4","T4-2024",2.304584,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023","2023",5.029756,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024","2024",3.452596,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q1","T1-2023",5.582576,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q2","T2-2023",4.952521,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q3","T3-2023",4.771534,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q4","T4-2023",4.804605,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q1","T1-2024",4.499638,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q2","T2-2024",2.403604,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q3","T3-2024",3.389529,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q4","T4-2024",3.48765,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023","2023",3.643578,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024","2024",2.766756,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q1","T1-2023",3.709244,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q2","T2-2023",3.904698,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q3","T3-2023",3.479842,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q4","T4-2023",3.476233,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q1","T1-2024",3.630461,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q2","T2-2024",2.399154,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q3","T3-2024",2.170629,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q4","T4-2024",2.844066,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023","2023",4.21592,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024","2024",4.05676,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q1","T1-2023",3.251611,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q2","T2-2023",4.59943,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q3","T3-2023",5.067233,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2023-Q4","T4-2023",3.937334,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q1","T1-2024",5.149785,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q2","T2-2024",4.045519,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q3","T3-2024",3.756005,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y35-44","35-44 anni","2024-Q4","T4-2024",3.275283,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023","2023",6.772901,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024","2024",6.266035,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q1","T1-2023",7.862915,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q2","T2-2023",6.446611,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q3","T3-2023",5.988609,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2023-Q4","T4-2023",6.753174,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q1","T1-2024",8.86314,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q2","T2-2024",5.885872,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q3","T3-2024",5.059492,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y35-44","35-44 anni","2024-Q4","T4-2024",5.195506,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023","2023",5.380578,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024","2024",5.051423,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q1","T1-2023",5.374072,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q2","T2-2023",5.439886,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q3","T3-2023",5.48043,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2023-Q4","T4-2023",5.226848,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q1","T1-2024",6.8384,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q2","T2-2024",4.872113,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q3","T3-2024",4.340194,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y35-44","35-44 anni","2024-Q4","T4-2024",4.136822,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023","2023",4.822818,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024","2024",4.150872,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",5.623448,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",4.626393,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",4.304013,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",4.741225,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q1","T1-2024",4.867545,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q2","T2-2024",4.203852,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q3","T3-2024",3.881082,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q4","T4-2024",3.649043,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023","2023",7.151364,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024","2024",5.873632,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",7.813467,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",7.063898,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",7.020003,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",6.715617,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q1","T1-2024",7.468493,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q2","T2-2024",6.492109,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q3","T3-2024",4.791148,,
"IT","Italia","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q4","T4-2024",4.711648,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023","2023",5.848385,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024","2024",4.912511,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",6.5893,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",5.697352,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",5.487648,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",5.620717,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q1","T1-2024",6.02524,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q2","T2-2024",5.211706,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q3","T3-2024",4.283538,,
"IT","Italia","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q4","T4-2024",4.117283,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023","2023",2.363027,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024","2024",2.239226,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",2.861294,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",2.511852,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",2.114141,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",1.961923,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q1","T1-2024",2.440058,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q2","T2-2024",1.980319,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q3","T3-2024",2.318881,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q4","T4-2024",2.218095,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023","2023",4.62936,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024","2024",4.047718,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",5.074509,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",4.767538,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",4.419928,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",4.256427,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q1","T1-2024",5.062067,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q2","T2-2024",4.430944,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q3","T3-2024",3.277109,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q4","T4-2024",3.398098,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023","2023",3.404371,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024","2024",3.072178,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",3.876242,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",3.549862,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",3.166571,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",3.023651,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q1","T1-2024",3.655717,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q2","T2-2024",3.105535,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q3","T3-2024",2.763209,,
"ITCD","Nord","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q4","T4-2024",2.755853,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023","2023",2.411566,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024","2024",2.565788,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",3.159149,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",2.833095,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",1.538047,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",2.112371,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q1","T1-2024",2.919957,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q2","T2-2024",2.268631,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q3","T3-2024",2.849754,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q4","T4-2024",2.222451,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023","2023",4.752395,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024","2024",3.857428,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",4.91985,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",5.412442,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",4.53069,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",4.159028,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q1","T1-2024",4.675146,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q2","T2-2024",4.772676,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q3","T3-2024",2.884015,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q4","T4-2024",3.07114,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023","2023",3.47489,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024","2024",3.154438,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",3.954397,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",4.007718,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",2.886914,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",3.052174,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q1","T1-2024",3.726494,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q2","T2-2024",3.407182,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q3","T3-2024",2.86536,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q4","T4-2024",2.605881,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023","2023",2.29772,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024","2024",1.795567,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",2.459586,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",2.083095,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",2.886872,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",1.757783,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q1","T1-2024",1.782148,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q2","T2-2024",1.593013,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q3","T3-2024",1.599183,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q4","T4-2024",2.212153,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023","2023",4.471673,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024","2024",4.294903,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",5.270272,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",3.943875,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",4.278906,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",4.384387,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q1","T1-2024",5.572319,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q2","T2-2024",3.990705,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q3","T3-2024",3.777131,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q4","T4-2024",3.828337,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023","2023",3.31153,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024","2024",2.962736,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",3.773834,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",2.950963,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",3.53269,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",2.985601,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q1","T1-2024",3.56044,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q2","T2-2024",2.708105,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q3","T3-2024",2.628754,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q4","T4-2024",2.957107,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023","2023",3.645058,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024","2024",2.880021,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q1","T1-2023",3.827767,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q2","T2-2023",3.287213,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q3","T3-2023",3.560938,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2023-Q4","T4-2023",3.908905,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q1","T1-2024",3.764713,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q2","T2-2024",3.490541,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q3","T3-2024",2.549409,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","1","maschi","Y45-54","45-54 anni","2024-Q4","T4-2024",1.717455,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023","2023",6.99138,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024","2024",5.046251,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q1","T1-2023",8.544649,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q2","T2-2023",6.423151,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q3","T3-2023",6.245887,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2023-Q4","T4-2023",6.765592,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q1","T1-2024",7.054791,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q2","T2-2024",5.322622,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q3","T3-2024",3.941484,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","2","femmine","Y45-54","45-54 anni","2024-Q4","T4-2024",3.890782,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023","2023",5.196541,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024","2024",3.889796,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q1","T1-2023",6.00643,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q2","T2-2023",4.73469,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q3","T3-2023",4.797395,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2023-Q4","T4-2023",5.252871,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q1","T1-2024",5.285669,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q2","T2-2024",4.351843,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q3","T3-2024",3.20494,,
"ITE","Centro","UNEM_R","tasso di disoccupazione","9","totale","Y45-54","45-54 anni","2024-Q4","T4-2024",2.719655,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023","2023",4.477589,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2024","2024",3.618291,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q1","T1-2023",4.941471,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q2","T2-2023",4.868236,,
"IT","Italia","UNEM_R","tasso di disoccupazione","1","maschi","Y55-64","55-64 anni","2023-Q3","T3-2023",3.966872,,
